,deleted_responses,condition,article,consent,consent2,have_facebook_q,believe_climate_change_q,believer_doubter,post_trustworthy,post_accurate,like_post,share_post,recognize_source,burning_oil_co2,nuclear_power_co2,co2_methane,global_co2_increase,climate_change_human_activities,last_century_global_increase,today_concentration_already_occured,scientists_expect_warming_increase_melting,scientists_expect_increase_extreme_events,scientists_expect_increase_water_evap,scientists_expect_climate_change_evenly,feelings_toward_fb,gender,gender_text,age,education,politics,politics_text,conservative,post_type,post_trust
3876,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.8,7.4,2.8,8.1,Yes,Do not know,Correct,Correct,Correct,Correct,Correct,Do not know,Correct,Correct,Correct,Correct,2.5,Male,,23.0,Some college but no degree,No party/not interested in politics,,Not sure/not interested in politics,Real,7.6
3878,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,2.8,8.2,Yes,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,-2.7,Male,,20.0,Some college but no degree,Democrat,,Somewhat liberal,Real,10.0
3884,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.4,8.3,2.9,8.3,No,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,2.6,Male,,18.0,Less than high school degree,Democrat,,Very liberal,Real,8.350000000000001
3886,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.9,6.7,3.0,8.7,No,Correct,Do not know,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,4.2,Female,,50.0,Some college but no degree,Independent,,Very liberal,Real,6.300000000000001
3887,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.4,5.7,3.0,6.0,No,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,2.3,Male,,19.0,High school graduate (high school diploma or equivalent including GED),Republican,,Somewhat conservative,Real,6.050000000000001
3890,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.0,9.2,3.1,3.7,Yes,Correct,Do not know,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,2.2,Female,,68.0,Graduate or professional degree,Democrat,,Very liberal,Real,9.1
3894,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.5,7.2,3.1,9.3,Yes,Do not know,Do not know,Do not know,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Correct,1.8,Male,,48.0,High school graduate (high school diploma or equivalent including GED),Democrat,,Somewhat liberal,Real,7.35
3895,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.1,8.4,3.1,8.2,No,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,-2.5,Male,,37.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Real,8.25
3896,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.4,7.3,3.1,6.0,Yes,Correct,Correct,Do not know,Correct,Correct,Do not know,Do not know,Correct,Correct,Incorrect,Incorrect,3.6,Female,,64.0,Associate degree in college (2-year),No party/not interested in politics,,Not sure/not interested in politics,Real,7.85
3897,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,1.0,1.0,3.2,6.0,Yes,Correct,Incorrect,Do not know,Correct,Incorrect,Correct,Do not know,Correct,Correct,Correct,Incorrect,2.0,Female,,54.0,Some college but no degree,Democrat,,Moderate,Real,1.0
3898,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.1,8.2,3.2,4.8,No,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Correct,Correct,Do not know,Do not know,1.2,Female,,59.0,Some college but no degree,Democrat,,Not sure/not interested in politics,Real,8.149999999999999
3899,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,3.2,8.0,Yes,Correct,Correct,Correct,Correct,Correct,Do not know,Do not know,Correct,Correct,Correct,Incorrect,-1.3,Male,,63.0,Some college but no degree,Republican,,Very conservative,Real,10.0
3901,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.6,6.6,3.2,8.4,No,Do not know,Do not know,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,2.4,Female,,42.0,Bachelor's degree in college (4-year),Independent,,Somewhat liberal,Real,6.6
3902,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.0,7.2,3.2,6.0,Yes,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,3.3,Male,,35.0,Graduate or professional degree,Independent,,Moderate,Real,7.1
3903,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,7.3,7.1,3.2,7.6,No,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,1.7,Female,,46.0,Some college but no degree,Republican,,Very conservative,Real,7.199999999999999
3906,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.1,8.2,3.2,6.2,No,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,-0.6,Male,,71.0,High school graduate (high school diploma or equivalent including GED),Democrat,,Somewhat conservative,Real,8.149999999999999
3907,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.2,8.1,3.2,9.7,No,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,0.1,Male,,64.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Real,8.149999999999999
3908,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.5,9.4,3.2,8.7,Yes,Correct,Incorrect,Correct,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,4.2,Male,,60.0,Some college but no degree,Democrat,,Very liberal,Real,9.45
3909,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,3.2,9.2,Yes,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,-2.9,Female,,67.0,Bachelor's degree in college (4-year),Democrat,,Very liberal,Real,10.0
3910,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.1,7.2,3.3,8.8,No,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,0.0,Male,,35.0,Graduate or professional degree,Republican,,Somewhat conservative,Real,7.65
3912,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.3,7.4,3.3,3.0,No,Do not know,Correct,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Do not know,Do not know,3.6,Female,,21.0,High school graduate (high school diploma or equivalent including GED),Republican,,Somewhat conservative,Real,6.35
3913,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.6,5.0,3.3,8.8,Yes,Correct,Incorrect,Correct,Correct,Correct,Do not know,Do not know,Correct,Correct,Do not know,Correct,0.0,Male,,46.0,Associate degree in college (2-year),Republican,,Very conservative,Real,5.3
3918,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,10.0,9.2,3.3,11.0,No,Correct,Incorrect,Incorrect,Correct,Do not know,Correct,Do not know,Correct,Correct,Do not know,Do not know,3.2,Female,,39.0,High school graduate (high school diploma or equivalent including GED),Republican,,Somewhat conservative,Real,9.6
3919,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,5.7,5.8,3.4,6.2,No,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Correct,Correct,Correct,Do not know,2.0,Female,,66.0,High school graduate (high school diploma or equivalent including GED),Democrat,,Moderate,Real,5.75
3920,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.8,9.4,3.4,8.0,No,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Do not know,0.9,Male,,48.0,Bachelor's degree in college (4-year),Republican,,Moderate,Real,9.600000000000001
3923,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.5,7.1,3.4,10.0,No,Correct,Correct,Correct,Correct,Correct,Correct,Do not know,Correct,Correct,Correct,Incorrect,0.0,Female,,44.0,Graduate or professional degree,No party/not interested in politics,,Very liberal,Real,7.3
3924,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.9,8.0,3.5,9.5,Yes,Correct,Do not know,Do not know,Correct,Correct,Do not know,Do not know,Correct,Correct,Incorrect,Incorrect,2.7,Male,,22.0,Some college but no degree,Independent,,Very liberal,Real,7.95
3925,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.2,8.4,3.5,3.6,No,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Do not know,Correct,Correct,Do not know,3.5,Female,,69.0,High school graduate (high school diploma or equivalent including GED),Independent,,Moderate,Real,8.3
3928,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,6.2,7.1,3.5,6.6,No,Do not know,Correct,Do not know,Correct,Do not know,Correct,Do not know,Correct,Correct,Incorrect,Do not know,2.7,Female,,64.0,Associate degree in college (2-year),Republican,,Somewhat conservative,Real,6.65
3929,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.3,6.1,3.5,6.0,Yes,Correct,Correct,Do not know,Correct,Correct,Do not know,Incorrect,Correct,Correct,Correct,Do not know,2.1,Female,,31.0,Graduate or professional degree,Independent,,Somewhat liberal,Real,6.199999999999999
3930,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.3,8.1,3.5,8.8,Yes,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,2.5,Male,,29.0,High school graduate (high school diploma or equivalent including GED),Independent,,Moderate,Real,8.2
3931,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,10.0,8.2,3.5,3.9,Yes,Correct,Correct,Correct,Correct,Do not know,Do not know,Do not know,Correct,Correct,Incorrect,Correct,2.9,Female,,53.0,High school graduate (high school diploma or equivalent including GED),No party/not interested in politics,,Not sure/not interested in politics,Real,9.1
3932,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,3.5,7.6,No,Correct,Correct,Correct,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Correct,3.3,Male,,27.0,Graduate or professional degree,Republican,,Very liberal,Real,10.0
3933,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,3.5,9.1,No,Incorrect,Correct,Correct,Correct,Correct,Do not know,Do not know,Correct,Correct,Do not know,Incorrect,0.0,Female,,28.0,High school graduate (high school diploma or equivalent including GED),No party/not interested in politics,,Not sure/not interested in politics,Real,10.0
3937,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,8.1,6.5,3.6,6.4,No,Do not know,Correct,Do not know,Correct,Do not know,Correct,Do not know,Correct,Correct,Do not know,Do not know,1.9,Prefer not to say,,45.0,Associate degree in college (2-year),Independent,,Moderate,Real,7.3
3939,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.3,9.1,3.7,10.1,No,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Do not know,3.5,Male,,30.0,High school graduate (high school diploma or equivalent including GED),Democrat,,Moderate,Real,8.7
